problem	trajectory_id	started	ended	model	steps	cached_tokens	input_tokens	output_tokens	cost_usd	solved
putnam_2016_b4	bae6c8a0-8767-4836-8b04-e2bdbd451082	2026-08-10T18:24:20	2026-08-10T21:33:03	deepseek-v4-flash	266	31487111	212795	515160	0.2622	1
putnam_2016_b5	5f7c4800-7923-4b30-8be6-3af5de9a0eee	2026-08-10T18:38:11	2026-08-10T22:14:22	deepseek-v4-flash	155	13851619	167506	433961	0.1837	1
putnam_2016_b6	3a17b07f-8a71-4532-a912-2aeb7b939cd5	2026-08-10T19:23:11	2026-08-10T19:47:26	deepseek-v4-flash	43	1108200	47618	89965	0.035	1
putnam_2017_a1	5207c7d8-3ee7-4289-a83c-1a67c446358d	2026-08-10T19:34:19	2026-08-10T19:52:51	deepseek-v4-flash	17	512592	60806	84667	0.0337	1
putnam_2017_a2	0f1601e6-c859-4c19-a82d-70be1454c826	2026-08-10T19:39:58	2026-08-10T19:56:44	deepseek-v4-flash	33	364740	21444	47404	0.0173	1
putnam_2017_a3	72db653e-f660-4197-8591-a71f40cf2bcd	2026-08-10T19:47:55	2026-08-10T20:10:06	deepseek-v4-flash	30	599625	40830	93342	0.0335	1
putnam_2017_a4	143b5259-50da-4c53-88ec-3d57e92cd9f3	2026-08-10T19:53:22	2026-08-10T21:59:29	deepseek-v4-flash	70	2993993	80152	229948	0.084	1
putnam_2017_b1	13f78cfb-09d1-4fd5-9ee5-bf1a1807850a	2026-08-10T19:57:23	2026-08-10T20:21:10	deepseek-v4-flash	41	835465	35113	86742	0.0315	1
putnam_2017_b2	95c6ab16-b4f1-4bc2-87b0-edf80f258eff	2026-08-10T20:10:37	2026-08-10T20:38:05	deepseek-v4-flash	57	1322683	39840	96484	0.0363	1
putnam_2017_b3	a81f9422-e103-4f69-8e63-ddce5387c192	2026-08-10T20:21:31	2026-08-10T21:14:42	deepseek-v4-flash	79	3181976	76794	154117	0.0628	1
putnam_2017_b4	8054ad41-9095-4d0a-a2c0-c55620fc0171	2026-08-10T20:38:41	2026-08-10T23:55:31	deepseek-v4-flash	331	54106808	290962	523633	0.3389	1
putnam_2017_b6	500fe97d-d55f-4514-ae16-9c0414475153	2026-08-10T21:15:31	2026-08-11T07:11:49	deepseek-v4-flash	157	12001098	3645101	354589	0.6432	0
putnam_2017_b6	0455addd-74ae-4c09-943a-4e4861d65c4c	2026-08-12T16:36:58	2026-08-12T18:29:36	deepseek-v4-pro	298	35928300	242096	252978	0.4556	1
putnam_2018_a1	140e10e7-e055-4d65-8c6f-55dcb440b609	2026-08-10T21:33:51	2026-08-10T22:12:08	deepseek-v4-flash	48	697299	28508	68291	0.0251	1
putnam_2018_a2	a82d72c6-13dd-4535-b528-2a50a96781fb	2026-08-10T22:00:30	2026-08-10T23:06:13	deepseek-v4-flash	116	8029617	113917	269213	0.1138	1
putnam_2018_a3	84b79c41-ba88-4040-a291-5c7268df90be	2026-08-10T22:12:58	2026-08-10T22:45:42	deepseek-v4-flash	50	1466017	50263	144759	0.0517	1
putnam_2018_a4	1b345a8c-8262-41e1-a19d-c6eeb9708e60	2026-08-10T22:17:45	2026-08-11T06:45:21	deepseek-v4-flash	443	73673996	302858	1272707	0.605	0
putnam_2018_a4	341cd6e8-a27a-4d2a-955e-10984182c2d0	2026-08-12T16:37:44	2026-08-12T17:28:16	deepseek-v4-flash	92	3595915	76870	226624	0.0843	1
putnam_2018_a5	0d044d24-7578-4b84-b8eb-2944de54f16a	2026-08-10T22:46:04	2026-08-10T22:59:35	deepseek-v4-flash	26	594113	41298	73045	0.0279	1
putnam_2018_a6	f517b21b-b414-4798-a146-4722da0c51ba	2026-08-10T22:59:50	2026-08-10T23:35:03	deepseek-v4-flash	115	6012821	105994	126334	0.067	1
putnam_2018_b1	d1da2f66-fad6-45d5-9a83-fb27d2d884f2	2026-08-10T23:06:44	2026-08-11T00:50:06	deepseek-v4-flash	153	9508841	119966	254146	0.1146	1
putnam_2018_b2	279231d5-d56d-4762-a924-327e5029d7c2	2026-08-10T23:35:46	2026-08-11T00:00:52	deepseek-v4-flash	39	409483	23013	58632	0.0208	1
putnam_2018_b3	0c1619a3-79c1-459b-9796-20281737a53a	2026-08-10T23:56:45	2026-08-11T00:19:22	deepseek-v4-flash	23	342984	29463	88183	0.0298	1
putnam_2018_b4	3030d000-bca3-4d1b-9511-ec9aeac7a592	2026-08-11T00:01:32	2026-08-11T00:30:34	deepseek-v4-flash	35	511568	33448	114230	0.0381	1
putnam_2018_b5	ddb9fab9-6943-433a-b671-e5ed195285de	2026-08-11T00:19:56	2026-08-11T00:35:16	deepseek-v4-flash	19	176354	16174	49953	0.0167	1
putnam_2018_b6	4e5ea4c8-7266-48ee-9dd1-1996e212f56d	2026-08-11T00:31:06	2026-08-11T01:36:58	deepseek-v4-flash	76	2011207	52470	122676	0.0473	1
putnam_2019_a1	3fce4dfb-69dc-45a0-acdc-ff6803ef6c7b	2026-08-11T00:35:39	2026-08-11T00:50:41	deepseek-v4-flash	17	130201	12917	46141	0.0151	1
putnam_2019_a3	f31cc6a7-509d-45e8-accb-7c6b0f9bc8d5	2026-08-11T00:50:43	2026-08-11T02:00:47	deepseek-v4-flash	116	5069655	94226	247080	0.0966	1
putnam_2019_a4	63f7080f-6785-4e83-a226-9fc8b254b081	2026-08-11T00:51:37	2026-08-11T06:33:42	deepseek-v4-flash	355	57236508	320497	570606	0.3649	1
putnam_2019_a5	c92cf6e1-d8d5-4737-a5ab-1c96a8fcff27	2026-08-11T01:37:19	2026-08-11T03:09:38	deepseek-v4-flash	188	12244970	126436	226563	0.1154	1
putnam_2019_a6	ffe6aa90-0aad-46bc-be21-290cf8d2a2c4	2026-08-11T02:01:09	2026-08-11T03:26:16	deepseek-v4-flash	52	1398538	44135	105416	0.0396	1
putnam_2019_b1	87927b79-c74a-46aa-a11c-2f4c0f92dfb7	2026-08-11T03:10:44	2026-08-11T13:27:19	deepseek-v4-flash	505	89891771	334206	629461	0.4747	1
putnam_2019_b2	a7d520e2-9241-43e3-a4f2-e4449bb51d2b	2026-08-11T03:27:36	2026-08-11T04:13:22	deepseek-v4-flash	71	2058262	56769	126160	0.049	1
putnam_2019_b3	54bf138a-7824-4f7a-95fb-cd3515b45636	2026-08-11T04:14:18	2026-08-11T04:49:01	deepseek-v4-flash	49	1257936	46173	97668	0.0373	1
putnam_2019_b4	0e524d30-9f9b-4b08-95a9-cfd695a1d32f	2026-08-11T04:49:38	2026-08-11T06:18:51	deepseek-v4-flash	95	5154684	91376	193618	0.0814	1
putnam_2019_b5	ffa5f725-9372-4667-a7ac-f920c5c118f1	2026-08-11T06:20:00	2026-08-11T07:18:07	deepseek-v4-flash	102	4217824	76263	192845	0.0765	1
putnam_2019_b6	d0b07e61-a024-4c50-8c46-9cf98bc6229e	2026-08-11T06:35:37	2026-08-11T06:57:27	deepseek-v4-flash	22	335570	29808	91111	0.0306	1
putnam_2020_a1	b43876e4-21a5-48b5-8166-2a3b66294e02	2026-08-11T06:45:23	2026-08-11T07:45:23	deepseek-v4-flash	94	5061557	102998	268702	0.1038	1
putnam_2020_a2	8a601a7d-adf7-4d97-9268-1431a6693de5	2026-08-11T06:57:50	2026-08-11T07:14:35	deepseek-v4-flash	41	561022	34993	87333	0.0309	1
putnam_2020_a3	a6235e83-74ac-4abf-a1ec-dfb317ca13bf	2026-08-11T07:15:20	2026-08-11T07:31:11	deepseek-v4-flash	34	569520	34216	65986	0.0249	1
putnam_2020_a5	dfe771be-6880-40b2-b05e-90935fa622b4	2026-08-11T07:19:15	2026-08-11T08:09:38	deepseek-v4-flash	101	4304504	83078	210594	0.0827	1
putnam_2020_a6	25890880-9efc-49d2-b24d-cc3dde2110cd	2026-08-11T07:20:24	2026-08-11T08:28:22	deepseek-v4-flash	133	9257113	119467	248347	0.1122	1
putnam_2020_b1	08018753-dc16-451f-a19e-ebaa14ca6072	2026-08-11T07:31:28	2026-08-11T09:02:18	deepseek-v4-flash	31	262053	18138	36375	0.0135	1
putnam_2020_b4	3c06460e-5a47-4922-8768-bea8662c2ebc	2026-08-11T07:45:38	2026-08-11T08:20:58	deepseek-v4-flash	70	2520895	60718	165855	0.062	1
putnam_2020_b5	e51c3c0b-affc-40a5-a2f6-abad881960c0	2026-08-11T08:10:00	2026-08-11T08:19:50	deepseek-v4-flash	15	118202	17031	46228	0.0157	1
putnam_2020_b6	379a7053-20bf-4b3d-8d58-68e8ae5cd22e	2026-08-11T08:10:08	2026-08-11T09:10:15	deepseek-v4-flash	111	6010849	93791	232668	0.0951	1
putnam_2021_a1	d6cd8590-d909-47dd-bc1c-512694ee7ca8	2026-08-11T08:20:22	2026-08-11T08:40:05	deepseek-v4-flash	39	718041	36061	91807	0.0328	1
putnam_2021_a2	e55b0563-00de-470c-a5b6-67daacf48473	2026-08-11T08:21:31	2026-08-11T08:38:18	deepseek-v4-flash	45	1080705	42655	81337	0.0318	1
putnam_2021_a3	6d568091-30a1-44fc-a400-25fc28ebd1f4	2026-08-11T08:28:50	2026-08-11T09:26:58	deepseek-v4-flash	135	7697501	114978	174133	0.0864	1
putnam_2021_a4	dcead82b-3c19-4546-9bd0-cff1c43c6195	2026-08-11T08:38:34	2026-08-11T12:29:01	deepseek-v4-flash	392	75487514	340597	501736	0.3995	1
putnam_2021_a5	c63140bd-c545-4f3a-8073-6dbdabf0bb0a	2026-08-11T08:40:39	2026-08-11T09:19:15	deepseek-v4-flash	111	4957844	87111	169785	0.0736	1
putnam_2021_a6	c0d54e16-f591-4a1f-a107-8f0420788f8e	2026-08-11T09:07:08	2026-08-11T12:02:14	deepseek-v4-flash	198	20621234	210811	757859	0.2995	0
putnam_2021_a6	38ccf710-bdd0-4db1-96a5-8aea7753b560	2026-08-12T17:28:33	2026-08-13T01:02:40	deepseek-v4-flash	258	18476208	249313	1103889	0.3957	0
putnam_2021_a6	c7b5121e-e3f6-4ba6-b714-1a2b746c784c	2026-08-13T18:19:36	2026-08-17T00:33:27	deepseek-v4-pro	5411	1038478939	3166390	3602645	8.2762	1
putnam_2021_a6	57801486-66f8-4d0b-b14f-d7295bf050f4	2026-08-15T05:49:31	2026-08-17T00:40:13	deepseek-v4-pro	1556	274574596	877524	960010	2.2123	1
putnam_2021_b2	c62bf322-0326-4f48-b4c8-6acce70eb705	2026-08-11T09:10:30	2026-08-11T09:56:46	deepseek-v4-flash	121	6293589	94625	213821	0.0907	1
putnam_2021_b3	35ffd28b-38b2-4790-9224-aa31200710c7	2026-08-11T09:12:40	2026-08-11T09:44:30	deepseek-v4-flash	112	5442019	102380	156263	0.0733	1
putnam_2021_b4	77823aaa-64c9-48fc-96a9-231f26540bd8	2026-08-11T09:19:25	2026-08-11T09:47:56	deepseek-v4-flash	76	2946766	80881	155551	0.0631	1
putnam_2021_b5	ae9c1f6c-387f-4d35-afed-8f38bfabc519	2026-08-11T09:27:29	2026-08-11T11:11:44	deepseek-v4-flash	185	18060679	183580	390480	0.1856	1
putnam_2022_a1	faef1b64-7caf-40f5-82fe-3a4c50d8a110	2026-08-11T09:45:00	2026-08-11T10:34:59	deepseek-v4-flash	75	3134195	66971	165775	0.0646	1
putnam_2022_a2	7fe05774-7f88-44c2-bf39-515774e9ce1e	2026-08-11T09:48:09	2026-08-11T10:39:54	deepseek-v4-flash	82	4293495	92409	208839	0.0834	1
putnam_2022_a3	4310aed1-fe65-4321-a30c-76bea562b442	2026-08-11T09:56:56	2026-08-11T10:23:30	deepseek-v4-flash	45	1100202	52126	126529	0.0458	1
putnam_2022_a4	0eafcc9b-85f8-4aa4-b06c-a9dcc7c09d96	2026-08-11T10:24:06	2026-08-11T11:24:22	deepseek-v4-flash	180	12021378	143231	225682	0.1169	1
putnam_2022_a5	9826c815-eb5a-4fc9-a03b-9a29be9557b6	2026-08-11T10:35:30	2026-08-11T20:32:17	deepseek-v4-flash	511	117178781	411805	757910	0.598	0
putnam_2022_a5	1f88e720-647d-484d-8a58-402470b26888	2026-08-12T18:02:20	2026-08-12T19:46:44	deepseek-v4-flash	131	8382339	127700	514300	0.1854	0
putnam_2022_a5	b439ef96-2552-4f5e-834f-a38873ac4cab	2026-08-13T02:58:40	2026-08-14T02:59:55	deepseek-v4-pro	1757	479085983	1231660	1009246	3.1505	1
putnam_2022_a6	9b83d3dd-aeaa-46ec-884e-7ecd56722563	2026-08-11T10:40:27	2026-08-11T16:12:28	deepseek-v4-flash	471	89423023	365214	886308	0.5497	0
putnam_2022_a6	e0585411-6429-4dd0-8af8-3231372250ee	2026-08-12T18:29:57	2026-08-12T19:37:33	deepseek-v4-pro	149	11285669	149554	208628	0.2875	1
putnam_2022_a6	6bf6f5c5-b805-462c-ad01-4a7d70cc9df2	2026-08-13T12:29:40	2026-08-13T15:29:30	deepseek-v4-pro	469	89084241	374973	416788	0.8486	1
putnam_2022_b1	5d7485f4-3425-49be-b597-e2ec01d5b2ee	2026-08-11T11:12:12	2026-08-11T11:53:17	deepseek-v4-flash	122	6629100	108804	171638	0.0819	1
putnam_2022_b2	52d760aa-d5aa-408f-9ba9-1e142b33356b	2026-08-11T11:25:02	2026-08-11T12:38:07	deepseek-v4-flash	95	5795447	137605	290769	0.1169	1
putnam_2022_b3	c6326b2d-ee2b-4a5a-96eb-107ecff38554	2026-08-11T11:53:39	2026-08-11T12:05:22	deepseek-v4-flash	12	87993	14442	72886	0.0227	1
putnam_2022_b4	93c0510a-c2ce-4e34-a03f-c34dadd57d0e	2026-08-11T12:02:14	2026-08-11T14:31:10	deepseek-v4-flash	149	10961407	144566	355728	0.1505	1
putnam_2022_b5	67ee6a26-a1e1-408a-9d3f-9f9e8d7c95df	2026-08-11T12:05:35	2026-08-12T19:58:38	deepseek-v4-flash	609	140615923	401779	737456	0.6565	0
putnam_2022_b5	faeb37d1-e999-459d-914a-391ba3b59bdf	2026-08-12T21:44:18	2026-08-12T23:13:38	deepseek-v4-pro	227	19336056	176860	223071	0.3411	1
putnam_2022_b6	2938d1c8-961c-4e5c-b8ea-397a9fe02aa7	2026-08-11T12:29:45	2026-08-11T13:27:44	deepseek-v4-flash	9	17887	2282	367733	0.1033	0
putnam_2022_b6	864a8a3d-815f-4f45-886a-a66ff3ac1fc2	2026-08-12T19:37:33	2026-08-12T20:09:56	deepseek-v4-pro	26	547329	36775	120122	0.1225	1
putnam_2022_b6	67cd72a0-efcb-4f4c-86fd-c1ec967bcdf2	2026-08-13T13:01:47	2026-08-14T14:51:49	deepseek-v4-pro	5105	1100704803	2638702	2562192	7.367	1
putnam_2023_a1	3c3ef14d-331c-4e6e-a8c0-a6c639986136	2026-08-11T12:39:05	2026-08-11T12:50:16	deepseek-v4-flash	34	515058	31232	50033	0.0198	1
putnam_2023_a2	e92f862d-37d3-463a-be83-d6e3f0128a6f	2026-08-11T12:50:35	2026-08-11T13:38:44	deepseek-v4-flash	107	5708010	101155	204297	0.0873	1
putnam_2023_a3	c87700c6-5bd9-486b-a7ba-f1606b5f9477	2026-08-11T13:27:44	2026-08-11T13:46:35	deepseek-v4-flash	40	1193478	43990	88988	0.0344	1
putnam_2023_a4	142725ae-86aa-41ec-9017-db4c63347c6c	2026-08-11T13:28:02	2026-08-11T13:59:02	deepseek-v4-flash	98	4214252	82832	111373	0.0546	1
putnam_2023_a5	fe487e20-431a-49c4-8a6d-85e8307cd8e9	2026-08-11T13:39:21	2026-08-11T17:11:31	deepseek-v4-flash	435	76005137	332773	566398	0.418	1
putnam_2023_a6	c2103cde-d245-4ba6-817a-5be7792fd84c	2026-08-11T13:46:52	2026-08-11T13:54:51	deepseek-v4-flash	22	184960	16264	39570	0.0139	1
putnam_2023_b1	2ccdf71e-3478-42b0-ab06-a79d07cdb8c3	2026-08-11T13:55:11	2026-08-11T18:22:02	deepseek-v4-flash	415	75439860	347944	716818	0.4607	1
putnam_2023_b2	2921f283-5c21-43bf-878b-b6bcf75480fe	2026-08-11T13:59:25	2026-08-11T14:35:36	deepseek-v4-flash	106	3032478	48956	219287	0.0767	1
putnam_2023_b2	6248023f-03dc-46a1-92bc-9c2ff08914d8	2026-08-12T19:46:44	2026-08-12T20:09:53	deepseek-v4-flash	103	3711206	63857	132175	0.0563	1
putnam_2023_b3	a416fd0a-282d-4ed8-bdbe-f62606ade45d	2026-08-11T14:31:59	2026-08-11T18:40:40	deepseek-v4-flash	456	90862360	350720	585972	0.4676	1
putnam_2023_b4	c05c5ede-ca7f-4c5e-b996-98b54971d415	2026-08-11T14:35:37	2026-08-11T16:31:49	deepseek-v4-flash	177	14575802	168242	391172	0.1739	1
putnam_2023_b5	157451c9-4782-4143-ae0c-0a9f29b6c437	2026-08-11T16:12:29	2026-08-11T19:05:03	deepseek-v4-flash	233	29311144	227459	483986	0.2494	1
putnam_2023_b6	46c934ed-de86-4750-87b9-e09eb33ab202	2026-08-11T16:32:45	2026-08-11T20:25:13	deepseek-v4-flash	357	53774368	270076	536581	0.3386	1
putnam_2024_a1	b5d5739f-9f07-4f90-a2c6-3a620c003bc1	2026-08-11T17:12:03	2026-08-11T17:44:10	deepseek-v4-flash	38	692933	33614	99374	0.0345	1
putnam_2024_a2	fd5b0a8f-75c3-4300-8e57-3623f78527cb	2026-08-11T17:45:49	2026-08-11T18:24:13	deepseek-v4-flash	70	1854056	49291	116822	0.0448	1
putnam_2024_a3	4303da0e-2976-4046-9d38-0137e125934a	2026-08-11T18:22:46	2026-08-12T01:35:49	deepseek-v4-flash	624	149949944	420037	754505	0.6899	0
putnam_2024_a3	e834f72e-d622-4e90-a3f1-786f9c914744	2026-08-12T19:54:54	2026-08-13T00:07:56	deepseek-v4-flash	425	48203191	353746	803809	0.4096	1
putnam_2024_a4	2810212a-d809-4c49-9fac-985ac9405bb8	2026-08-11T18:24:33	2026-08-11T20:05:51	deepseek-v4-flash	111	7233679	112194	322824	0.1264	1
putnam_2024_a5	5fd369b0-acf6-4b5e-9afb-9b3295f07040	2026-08-11T18:41:23	2026-08-12T01:56:51	deepseek-v4-flash	604	148703717	438778	772808	0.6942	0
putnam_2024_a5	6c9fbc6e-fad6-4723-bef6-75d328225baa	2026-08-12T20:09:56	2026-08-12T20:57:52	deepseek-v4-pro	137	8521989	122576	136446	0.2029	1
putnam_2024_a5	b9f9562c-774f-4470-9c38-11367a1cdfd5	2026-08-13T14:22:35	2026-08-13T18:18:46	deepseek-v4-pro	779	164735149	603201	524915	1.3162	1
putnam_2024_a6	960bc061-3b83-4a2b-8498-df8d5de84ad2	2026-08-11T19:05:41	2026-08-11T21:08:49	deepseek-v4-flash	237	24318344	184599	407345	0.208	1
putnam_2024_b1	8a1c98aa-496e-429d-9370-99b9cbea0099	2026-08-11T20:06:32	2026-08-11T20:29:59	deepseek-v4-flash	49	1143898	50433	91615	0.0359	1
putnam_2024_b3	80af3b89-aea6-4809-b29b-1d3b3f696d71	2026-08-11T20:25:53	2026-08-11T20:54:27	deepseek-v4-flash	35	783899	37120	137860	0.046	1
putnam_2024_b4	da36a733-db6c-44fd-9c78-17b57048dabf	2026-08-11T20:30:38	2026-08-11T21:56:24	deepseek-v4-flash	250	25469056	190881	267558	0.173	1
putnam_2024_b5	b5f46947-553d-4d5e-9b4f-ba6fa33761f9	2026-08-11T20:32:17	2026-08-12T02:21:25	deepseek-v4-flash	445	74075818	316799	1020829	0.5376	0
putnam_2024_b5	75859dfb-3bc8-4d14-9534-88335c1d740e	2026-08-12T20:10:04	2026-08-13T02:10:51	deepseek-v4-flash	622	64987514	546032	1486726	0.6747	1
putnam_2024_b6	60732b63-4c00-4c83-992c-3bdcc07927b7	2026-08-11T20:55:31	2026-08-12T07:41:50	deepseek-v4-flash	497	127112068	414355	623442	0.5885	1
putnam_2025_a1	c3ecf492-2e22-4845-8e72-a49c48732527	2026-08-11T21:09:18	2026-08-11T21:36:58	deepseek-v4-flash	30	414874	30577	77159	0.027	1
putnam_2025_a2	1a576668-ab3c-4793-80ee-6390d95cfd8f	2026-08-11T21:37:16	2026-08-11T22:03:47	deepseek-v4-flash	58	1520282	46098	97884	0.0381	1
putnam_2025_a3	c0421005-3fa1-42a4-b8c9-e879686772b7	2026-08-11T21:56:58	2026-08-11T22:42:10	deepseek-v4-flash	74	3436004	81692	212532	0.0806	1
putnam_2025_a4	d6c9856d-a8ca-430c-98bc-f4aa44829fca	2026-08-11T22:04:26	2026-08-12T02:50:11	deepseek-v4-flash	176	15274409	152957	463876	0.1941	1
putnam_2025_a5	b521f85f-7e73-4094-8b9d-34f073425492	2026-08-11T22:42:24	2026-08-12T03:22:26	deepseek-v4-flash	363	69008567	354500	681033	0.4335	0
putnam_2025_a5	39de6d80-0951-4ef4-b8f1-16bfc0432c5a	2026-08-12T20:57:52	2026-08-12T21:32:09	deepseek-v4-pro	51	1955103	71443	134540	0.1552	1
putnam_2025_a5	e018ab6c-4198-49ae-b32b-6f6154ac7636	2026-08-13T15:29:50	2026-08-13T19:29:28	deepseek-v4-pro	812	156776945	577483	621088	1.3599	1
putnam_2025_a6	3e0652e7-77a6-444a-ac30-56eac1f6e4bc	2026-08-11T23:34:34	2026-08-12T01:12:20	deepseek-v4-flash	55	1211955	48996	172274	0.0585	1
putnam_2025_b1	d4963f44-bf2e-4b42-a80d-5411bc8616e1	2026-08-12T01:12:33	2026-08-12T03:44:54	deepseek-v4-flash	193	15999982	155054	387607	0.175	1
putnam_2025_b2	1a875e60-e519-44e2-aa48-8aec8c9efa0b	2026-08-12T01:35:49	2026-08-12T01:55:11	deepseek-v4-flash	23	426045	31646	77193	0.0272	1
putnam_2025_b3	6e2f35b5-f492-4c31-9262-29e05370903c	2026-08-12T01:55:59	2026-08-12T02:11:04	deepseek-v4-flash	48	668527	24976	53542	0.0204	1
putnam_2025_b4	de8ee240-59e1-47c3-8d59-3e62277449da	2026-08-12T01:56:51	2026-08-12T16:33:16	deepseek-v4-flash	507	94695906	378485	859450	0.5588	0
putnam_2025_b4	33ece992-89b4-4f41-ab5d-be1912c307b3	2026-08-12T21:32:09	2026-08-12T22:48:39	deepseek-v4-pro	141	6809279	112519	235420	0.2784	0
putnam_2025_b4	f3ca7bb7-5c83-44e8-9e43-160314ba633c	2026-08-13T18:55:43	2026-08-13T20:16:08	deepseek-v4-pro	126	8823265	136625	226941	0.2889	1
putnam_2025_b5	b4948553-d66e-4f82-8bff-eaec65fdba22	2026-08-12T02:11:23	2026-08-12T02:54:34	deepseek-v4-flash	60	2667995	74332	192729	0.0718	1
putnam_2025_b6	14d0ba61-2ad4-4131-9934-b525e78b3702	2026-08-12T02:21:25	2026-08-12T05:16:35	deepseek-v4-flash	79	1472457	39807	1080645	0.3123	0
putnam_2025_b6	19ab5798-fa7a-4e8e-ba51-cd5ab8e29f9f	2026-08-12T21:06:54	2026-08-12T21:50:29	deepseek-v4-flash	87	2959481	60071	195192	0.0714	1
